id,name
152,lpuart14
153,nvic0@155
154,lpuart15
155,nvic0@156
156,can0
157,96 buffers
158,20 fifoSize
159,0x40304000
160,96
161,20
162,can1
163,0x40308000
164,can2
165,0x4030C000
166,can3
167,0x40310000
168,can4
169,0x40314000
170,can5
171,0x40318000
172,can6
173,0x4031C000
174,can7
175,0x40320000
176,mc_cgm_mux_0_css
177,0x402D8304
178,0x4
179,flipflop.py
180,mc_cgm_mux_1_css
181,0x402D8344
182,mc_cgm_mux_2_css
183,0x402D8384
184,scripts/pydev/flipflop.py
185,mc_cgm_mux_3_css
186,mc_cgm_mux_4_css
187,0x402D83C4
188,0x402D8404
189,mc_cgm_mux_5_css
190,mc_cgm_mux_6_css
191,mc_cgm_mux_7_css
192,0x402D8444
193,0x402D8484
194,0x402D84C4
195,mc_cgm_mux_8_css
196,mc_cgm_mux_9_css
197,mc_cgm_mux_10_css
198,PythonPeripheral
199,0x402D8504
200,0x402D8544
201,0x402D8584
202,mc_cgm_mux_11_css
203,mc_cgm_mux_12_css
204,mc_cgm_mux_13_css
205,mc_cgm_mux_14_css
206,mc_cgm_mux_15_css
207,mc_cgm_mux_16_css
208,mc_cgm_mux_17_css
209,mc_cgm_mux_18_css
210,mc_cgm_mux_19_css
211,0x402D8744
212,0x402D8784
213,0x402D87C4
214,sysbus 0x402D87C4
215,gmac0
216,sysbus 0x40484000
217,50000000
218,nvic0@224
219,Channel0TX
220,nvic0@225
221,Channel0RX
222,nvic0@226
223,Channel1TX
224,nvic0@227
225,Channel1RX
226,nvic0@228
227,Channel2TX
228,nvic0@229
229,Channel2RX
230,nvic0@230
231,gmac1
232,0x40488000
233,ITM
234,0xE0000000
235,FPB
236,0xE0002000
237,TPIU
238,0xE0040000
239,ETM
240,0xE0041000
241,CTI
242,0xE0042000
243,Cortex-M7 PPB ROM table
244,0xE00FF000
245,MCM
246,0xE0080000
247,VIRT_WRAPPER
248,0x402A8000
249,TSPC
250,0x402C4000
251,AXBS
252,0x40200000
253,DMAMUX_0
254,0x40280000
255,DMAMUX_1
256,0x40284000
257,eDMA
258,0x4020C000
259,TCD_0
260,0x40210000
261,TCD_1
262,0x40214000
263,TCD_2
264,0x40218000
265,TCD_3
266,0x4021C000
267,TCD_4
268,0x40220000
269,TCD_5
270,0x40224000
271,TCD_6
272,0x40228000
273,TCD_7
274,0x4022C000
275,TCD_8
276,0x40230000
277,TCD_9
278,0x40234000
279,TCD_10
280,0x40238000
281,TCD_11
282,0x4023C000
283,TCD_12
284,0x40410000
285,TCD_13
286,0x40414000
287,TCD_14
288,0x40418000
289,TCD_15
290,0x4041C000
291,TCD_16
292,0x40420000
293,TCD_17
294,0x40424000
295,TCD_18
296,0x40428000
297,TCD_19
298,0x4042C000
299,TCD_20
300,0x40430000
301,TCD_21
302,0x40434000
303,TCD_22
304,0x40438000
305,TCD_23
306,0x4043C000
307,TCD_24
308,0x40440000
309,TCD_25
310,0x40444000
311,TCD_26
312,0x40448000
313,TCD_27
314,0x4044C000
315,TCD_28
316,0x40450000
317,TCD_29
318,0x40454000
319,TCD_30
320,0x40458000
321,TCD_31
322,0x4045C000
323,INTM
324,0x4027C000
325,SEMA42
326,0x40460000
327,XBIC_AXBS
328,0x40204000
329,XBIC_AXBS_ACE
330,0x4040C000
331,XBIC_AXBS_ACE_HSE
332,0x40008000
333,0x40208000
334,XBIC_AXBS_PERI
335,0x40408000
336,XBIC_AXBS_PRAM_TCM
337,0x40400000
338,XBIC_AXBS_TCM
339,0x40404000
340,XBIC_AXBS_eDMA
341,0x40278000
342,XRDC
343,c40asf_flash
344,0x402EC000
345,PFLASH
346,0x40268000
347,PRAMC_0
348,0x40264000
349,PRAMC_1
350,0x40464000
351,PRAMC_2
352,0x40468000
353,MC_CGM
354,0x402D8000
355,FIRC
356,0x402D0000
357,SIRC
358,0x402C8000
359,FXOSC
360,0x402D4000
361,SXOSC
362,0x402CC000
363,Tag 0x402E0000
364,PLL
365,Tag 0x402E4000
366,PLL_AUX
367,Tag 0x4028C000
368,MC_RGM
369,0x4028C000
370,AES_ACCEL
371,0x44000000
372,Configuration_GPR
373,0x4039C000
374,DCM
375,0x402AC000
376,DCM_GPR
377,0x402AC200
378,MU_2.MUA
379,0x400B8000
380,MU_3.MUA
381,0x400C4000
382,MU_4.MUA
383,0x400CC000
384,MU_0.MUB
385,0x4038C000
386,MU_1
387,0x404EC000
388,MU_2
389,0x400BC000
390,MU_3
391,0x400C8000
392,MU_4
393,0x400D0000
394,PMC
395,0x402E8000
396,MC_ME
397,0x402DC000
398,WKPU
399,0x402B4000
400,EIM_0
401,0x4050C000
402,EIM_1
403,0x40510000
404,EIM_2
405,0x40514000
406,EIM_3
407,0x40518000
408,ERM_0
409,0x4025C000
410,ERM_1
411,0x4000C000
412,FCCU
413,0x40384000
414,SELFTEST_GPR
415,0x403B0000
416,STCU2
417,0x403A0000
418,CMU_0
419,0x402BC000
420,CMU_1
421,0x402BC020
422,CMU_2
423,0x402BC040
424,CMU_3
425,0x402BC060
426,CMU_4
427,0x402BC080
428,CMU_6
429,0x402BC0C0
430,CRC
431,0x40380000
432,ADC_0
433,0x400A0000
434,ADC_1
435,0x400A4000
436,ADC_2
437,0x400A8000
438,LPCMP_0
439,0x40370000
440,LPCMP_1
441,0x40374000
442,LPCMP_2
443,0x404E8000
444,LCU_0
445,0x40098000
446,LCU_1
447,0x4009C000
448,eMIOS_0
449,0x40088000
450,eMIOS_1
451,0x4008C000
452,eMIOS_2
453,0x40090000
454,BCTU
455,0x40084000
456,TRGMUX
457,0x40080000
458,SAI_0
459,0x4036C000
460,SAI_1
461,0x404DC000
462,QuadSPI
463,0x404CC000
464,QuadSPI RX
465,0x67000000
466,QuadSPI_ARDB
467,MDM_AP
468,0x40250600
469,SDA_AP
470,0x40254700
471,JDC
472,0x40394000
473,TEMPSENSE
474,0x4037C000
475,STAT
476,0x402D4004
477,SXOSC_STAT
478,0x402CC004
479,PLLSR
480,0x402E0004
481,Tag
482,PLL Status Register
483,ram
484,0x40000000
485,0xc0000000
486,rv32imac_zicsr_zifencei
487,uart
488,0x60001800
489,0xE0001800
490,spi
491,0x60002000
492,timer0
493,0x60002800
494,0xE0002800
495,100000000
496,cpu@1
497,gpio_out
498,0x60005800
499,0xE0005800
500,Out
501,gpio_in
502,0x60006000
503,Type.In
504,0xE0006000
505,eth
506,0x60009800
507,0xE0009800
508,0x30000000
509,0xB0000000
510,0x60009000
511,0x800
512,phy
513,0xe0009000
514,Tag 0xE0003800
515,DNA
516,Tag 0xE0005000
517,I2C
518,Tag 0xE0006800
519,PRBS RNG
520,Tag 0xE0007000
521,PWM
522,cpu_0
523,rv32ima_zicsr_zifencei
524,clint
525,Priv1_10
526,cpu_1
527,cpu_2
528,cpu_3
529,0x08000000
530,VexRiscv
531,MappedMemory
532,1000000
533,UART
534,0xF0001800
535,sram_l
536,0x1fff0000
537,0x30000
538,flash
539,0x100000
540,0x0
541,uart0
542,0x4006A000
543,nvic
544,120000000
545,cortex-m4f
546,mcg
547,0x40064000
548,sim
549,0x40047000
550,0x400C0000
551,nvic@83
552,nvic@84
553,nvic@85
554,eth 0
555,0x0007
556,0xC0F1
557,0x00A1
558,0x0001
559,rng
560,0x40029000
561,nvic@23
562,ApplySVD
563,MK64F12.svd.gz
564,cortex-a9
565,gic
566,gic#1
567,gic#2
568,gic#3
569,privateTimer2
570,667000000
571,privateTimer3
572,frequency
573,72000000
574,0xF0
575,itcm
576,0x80000
577,dtcm
578,ocram2
579,wdog1
580,0x4000
581,trng
582,wdog2
583,ticker.py
584,wdog3
585,iomuxc
586,0x401F8000
587,scripts/pydev
588,analog01
589,0x30
590,analog03
591,0x3fcc
592,dcdc
593,gpTimer1
594,nvic@100
595,nvic@20
596,nvic@21
597,nvic@22
598,nvic@
599,nvic@25
600,IRQ
601,nvic@24
602,nvic@26
603,nvic@27
604,gpio1
605,sysbus 0x401B8000
606,gpio2
607,sysbus 0x401BC000
608,sysbus 0x40190000
609,sysbus 0x40194000
610,sysbus 0x40198000
611,sysbus 0x4019c000
612,sysbus 0x401a0000
613,gpio3
614,0x401C0000
615,gpio4
616,0x401C4000
617,gpio5
618,gpio6
619,0x42000000
620,gpio7
621,0x42004000
622,gpio8
623,0x42008000
624,gpio9
625,0x4200C000
626,gpio10
627,0x401C8000
628,enetIRQs
629,CombinedInput
630,enet2IRQs
631,Miscellaneous
632,nvic@114
633,nvic@152
634,enet
635,enet2
636,nvic@115
637,nvic@153
638,ciphertext
639,0xF000000
640,0x60000000
641,flex_spi2
642,0x402A4000
643,SPI.IMXRT_FlexSPI
644,sysbus 0x402A4000
645,0x40398000
646,adc1
647,nvic@67
648,adc2
649,nvic@68
650,pwm1
651,0x403DC000
652,pwm2
653,0x403E0000
654,nvic@137
655,pwm3
656,0x403E4000
657,pwm4
658,0x403E8000
659,0x41400000-0x414FFFFF
660,m
661,0x41100000-0x411FFFFF
662,main
663,0x41000000-0x410FFFFF
664,OCRAM
665,FlexRAM
666,DTCM
667,0x20000000-0x2007FFFF
668,ROMCP
669,0x00200000-0x0021FFFF
670,ITCM
671,0x00000000-0x0007FFFF
672,CCM
673,0x400FC000-0x400FFFFF
674,CCM_CBCDR
675,0x000A8200
676,CCM(CSCDR1)
677,0x40
678,SRC(SRC)
679,0x400F8000-0x400FBFFF
680,GPC
681,0x400F4000-0x400F7FFF
682,DMA_CH_MUX
683,0x400EC000-0x400EFFFF
684,EDMA
685,0x400E8000-0x400EBFFF
686,SJC
687,0x400E4000-0x400E7FFF
688,TSC_DIG
689,0x400E0000-0x400E3FFF
690,CSU
691,0x400DC000-0x400DFFFF
692,0x400D8000-0x400DBFFF
693,ANALOG
694,0x400D8030-0x400D8033
695,analog02
696,0x80002001
697,SNVS_HP
698,0x400D4000-0x400D7FFF
699,WDOG2
700,0x400D0000-0x400D3FFF
701,WDOG3
702,0x400BC000-0x400BFFFF
703,WDOG1
704,0x400B8000-0x400BBFFF
705,EWM
706,0x400B4000-0x400B7FFF
707,CM7_MXRT
708,0x400B0000-0x400B3FFF
709,IOMUXC_GPR
710,0x400AC000-0x400AFFFF
711,IOMUXC_SNVS
712,0x400A8000-0x400ABFFF
713,IOMUXC_SNVS_GPR
714,0x400A4000-0x400A7FFF
715,ACMP
716,0x40094000-0x40097FFF
717,PIT
718,0x40084000-0x40087FFF
719,DCDC
720,0x40080000-0x40083FFF
721,AIPS-1
722,0x4007C000-0x4007FFFF
723,KPP
724,0x401FC000-0x401FFFFF
725,0x401F8000-0x401FBFFF
726,IOMUXC
727,0x401F4000-0x401F7FFF
728,OCOTP
729,"Tag <0x4007C000, 0x4007FFFF>"
730,"<0x401FC000, 0x401FFFFF>"
731,"<0x401F8000, 0x401FBFFF>"
732,"<0x401F4000, 0x401F7FFF>"
733,GPT2
734,"<0x401F0000, 0x401F3FFF>"
735,GPT1
736,"<0x401EC000, 0x401EFFFF>"
737,QTimer4
738,"<0x401E8000, 0x401EBFFF>"
739,QTimer3
740,"<0x401E4000, 0x401E7FFF>"
741,QTimer2
742,"<0x401E0000, 0x401E3FFF>"
743,QTimer1
744,0x401DC000
745,FlexCAN3
746,0x401D8000
747,FlexCAN2
748,0x401D4000
749,FlexCAN1
750,0x401D0000
751,FlexIO2
752,0x401B0000
753,FlexIO1
754,0x401AC000
755,0x40180000
756,AIPS-2
757,0x4017C000
758,Tag 1
759,0x402FC000-0x402FFFFF
760,DCP
761,Tag 2
762,0x402F0000-0x402F3FFF
763,SEMC
764,AIPS-2 Configuration
765,0x402FC000
766,0x402F0000
767,0x402E0000
768,USB
769,USDHC2
770,0x402C0000
771,USDHC1
772,CSI
773,0x402B8000
774,LCDIF
775,PXP
776,AIPS-3
777,LPI2C4
778,0x403FC000
779,LPI2C3
780,0x403F8000
781,LPI2C2
782,0x403F4000
783,LPI2C1
784,0x403F0000
785,BEE
786,0x403EC000
787,ENC4
788,0x403D4000
789,ENC3
790,0x403D0000
791,ENC2
792,0x403CC000
793,0x403C8000-0x403CBFFF
794,ENC1
795,0x403C4000-0x403C7FFF
796,XBAR3
797,0x403C0000-0x403C3FFF
798,XBAR2
799,0x403CC000-0x403CFFFF
800,XBAR1
801,0x403BC000-0x403BFFFF
802,AOI2
803,0x403B8000-0x403BBFFF
804,AOI1
805,0x403B4000-0x403B7FFF
806,ADC_ETC
807,0x403B0000-0x403B3FFF
808,SAI3
809,0x4038C000-0x4038FFFF
810,SAI2
811,0x40388000-0x4038BFFF
812,SAI1
813,SPDIF
814,AIPS-4
815,FlexIO3
816,0x42020000
817,FlexSPI RX
818,0x7FC00000
819,FlexSPI TX
820,0x7F800000
821,FlexSPI2 RX
822,0x7F400000
823,FlexSPI2 TX
824,0x7F000000
825,instram0
826,sysbus 0x40000000
827,dataram0
828,sysbus 0x3FFE0000
829,dataram1
830,sysbus 0x3FFC0000
831,rom
832,0x4000000
833,sysbus 0x50000000
834,sysbus 0x60000000
835,reset vector
836,0x50000000
837,CPU.Xtensa
838,sample_controller
839,UART.SemihostingUart
840,cortex-m23
841,icu
842,RA2
843,8
844,0xA9
845,32
846,code_flash
847,0x40006000
848,0x1000
849,port0
850,portMisc
851,IRQ0
852,icu@1
853,IRQ1
854,icu@2
855,IRQ2
856,icu@3
857,IRQ3
858,icu@4
859,IRQ4
860,icu@5
861,IRQ5
862,icu@6
863,IRQ6
864,icu@7
865,IRQ7
866,icu@8
867,IRQ8
868,icu@9
869,IRQ9
870,icu@10
871,IRQ10
872,icu@11
873,IRQ11
874,icu@12
875,IRQ12
876,icu@13
877,IRQ13
878,icu@14
879,IRQ14
880,icu@15
881,IRQ15
882,icu@16
883,port1
884,GPIOPort.RenesasRA2_GPIO
885,0x40040020
886,0x1
887,14
888,Bus.BusMultiRegistration
889,port2
890,0x40040040
891,pinConfiguration
892,0x40040880
893,portNumber
894,0x2
895,numberOfConnections
896,pfsMisc
897,port3
898,0x40040060
899,0x3
900,5
901,BusMultiRegistration
902,0x400408C0
903,port4
904,0x40040080
905,port5
906,0x400400A0
907,0x5
908,port9
909,0x9
910,0x40040120
911,0x40040A40
912,GPT
913,32Bit
914,16Bit
915,commonRegisters
916,peripheralClockD
917,0x00
918,0x06
919,0x24
920,GPT0_CMPE
921,none
922,GPT0_CMPF
923,GPT0_PC
924,GPT3
925,GPT4_CMPE
926,GPT4_CMPF
927,GPT4
928,false
929,GPT5
930,GPT6
931,GPT7
932,0x45-0x46
933,icu@[0x9C-0x9D]
934,0x48-0x4B
935,icu@[0x9E-0xA1]
936,0x3F-0x42
937,icu@[0x98-0x9B]
938,0x4E-0x4F
939,icu@[0xA2-0xA3]
940,0x51-0x54
941,icu@[0xA4-0xA7]
942,0x57-0x58
943,icu@[0xA8-0xA9]
944,agt0
945,32768
946,icu@0x11
947,icu@0x12
948,icu@0x13
949,agt1
950,icu@0x14
951,CompareMatchA
952,icu@0x15
953,CompareMatchB
954,icu@0x16
955,sci0
956,32000000
957,icu@0x71
958,icu@0x72
959,icu@0x73
960,sci1
961,ReceiveIRQ
962,icu@0x77
963,TransmitIRQ
964,icu@0x78
965,TransmitEndIRQ
966,icu@0x79
967,sci2
968,icu@0x8E
969,icu@0x8F
970,icu@0x90
971,sci9
972,icu@0x7C
973,icu@0x7D
974,icu@0x7E
975,sysc_oscsf
976,request.Value = 0xFF
977,iic0
978,icu@0x27
979,icu@0x28
980,icu@0x29
981,icu@0x2A
982,RMPU
983,SRAM
984,0x40002000
985,BUS
986,0x40003000
987,DTC
988,0x40005400
989,DBG
990,0x4001b000
991,SYSC
992,0x4001e000
993,PFS
994,Pmn Pin Function Control Register
995,ELC
996,Event Link Controller
997,POEG
998,Port Output Enable Module for GPT
999,RTC
1000,Realtime Clock
1001,WDT
1002,Watchdog Timer
1003,IWDT
1004,Independent Watchdog Timer
1005,CAC
1006,MSTP
1007,Clock Frequency Accuracy Measurement Circuit
1008,Module Stop Control
1009,DOC
1010,Data Operation Circuit
1011,ADC120
1012,12-bit A/D Converter
1013,SPI0
1014,Serial Peripheral Interface
1015,Cyclic Redundancy Check Calculator
1016,GPT_OPS
1017,Output Phase Switching Controller
1018,KINT
1019,Key Interrupt Function
1020,CTSU
1021,Capacitive Touch Sensing Unit
1022,ACMPLP
1023,Low-Power Analog Comparator
1024,FLCN
1025,Flash I/O Registers
1026,mem
1027,0x00040000
1028,0x80000000
1029,0x90000000
1030,ddr
1031,0x60007800
1032,0xE0007800
1033,0x60007000
1034,0xe0007000
1035,Network
1036,eth0
1037,SPI
1038,Micron_MT25Q
1039,flash_mem
1040,0x02000000
1041,DDR_PHY
1042,Tag 0xE0004000
1043,SDRAM_CONTROLLER
1044,Tag 0xE0000800
1045,UART_PHY
1046,0xf0001000
1047,0xF0004000
1048,buffer
1049,0xF0007800
1050,0xF0003800
1051,0x000a
1052,spi_loopback
1053,i2c
1054,si7021
1055,SI70xx
1056,SI7021
1057,led
1058,In
1059,builtInIrqController
1060,CPU
1061,plic
1062,31
1063,button
1064,soc_controller
1065,mmcm
1066,mmc_controller
1067,0xf0000000
1068,0xf0009800
1069,0xf000a000
1070,core
1071,reader
1072,Bus
1073,0xf000c000
1074,0x100
1075,writer
1076,cortex-m33
1077,spi1
1078,spi2
1079,spi3
1080,0x40013000
1081,0x40003800
1082,0x40003C00
1083,exti
1084,43
1085,17
1086,sram1
1087,usart1
1088,200000000
1089,usart2
1090,nvic@62
1091,0x40004400
1092,usart3
1093,nvic@63
1094,uart4
1095,nvic@64
1096,uart5
1097,nvic@65
1098,dma1
1099,i2c1
1100,timer2
1101,10000000
1102,0xFFFFFFFF
1103,timer3
1104,0xFFFF
1105,nvic@29
1106,timer4
1107,nvic@30
1108,timer5
1109,nvic@45
1110,timer6
1111,nvic@43
1112,timer7
1113,44
1114,timer15
1115,25
1116,timer16
1117,26
1118,timer17
1119,27
1120,initialLimit
1121,0x40014800
1122,RCC_CR
1123,0x2A020402
1124,RCC_CFGR
1125,gpioPortA
1126,gpioPortB
1127,0x42020800
1128,gpioPortC
1129,0x42020C00
1130,gpioPortD
1131,0x42021000
1132,gpioPortE
1133,0x42021400
1134,gpioPortF
1135,0x42021800
1136,gpioPortG
1137,0x42021C00
1138,gpioPortH
1139,0x40007000
1140,PWR
1141,DWT
1142,0x2000000
1143,rv64imacfd_zicsr_zifencei
1144,rv64imafdc_zicsr_zifencei
1145,0x38000000
1146,62000000
1147,0x0C000000
1148,65
1149,gic@5
1150,uart1
1151,gic@6
1152,uart2
1153,gic@7
1154,uart3
1155,gic@8
1156,memory
1157,sysbus 0x80000000
1158,sysbus 0xA0000000
1159,sysbus 0x48000000
1160,timer1
1161,sysbus 0x10011000
1162,gic@3
1163,pl031
1164,gic@4
1165,usbEhci
1166,gic@16
1167,kmi0
1168,gic@12
1169,sysCtl
1170,pl310
1171,kmi1
1172,0x13
1173,gic@13
1174,distributor
1175,cpuInterface
1176,GICv1
1177,ARM CPU
1178,GIC
1179,interrupt connections
1180,UART1
1181,UART2
1182,UART3
1183,flash0
1184,flash1
1185,SCU_BASE
1186,SP810_sysctl
1187,PL041_audio
1188,0x10004000-0x10004FFF
1189,STM32H7_CRYPTO
1190,0x48021000
1191,OutDMA
1192,dmamux1
1193,s7
1194,rv64imac_zicsr_zifencei
1195,u74_1
1196,rv64gc_zicsr_zifencei
1197,u74_2
1198,u74_3
1199,u74_4
1200,s7DTim
1201,debug
1202,0x0c000000
1203,0x01000000
1204,11
1205,"11,9"
1206,system
1207,69
1208,9
1209,0x10010000
1210,plic@39
1211,0x10011000
1212,plic@40
1213,pwm0
1214,0x10020000
1215,plic@44
1216,0x10021000
1217,plic@48
1218,0x10030000
1219,i2c2
1220,0x10031000
1221,qspi0
1222,0x10040000
1223,plic@41
1224,qspi1
1225,plic@42
1226,qspi2
1227,plic@43
1228,ethernet
1229,0x0109
1230,0x1007
1231,plic@55
1232,gpio
1233,0x10060000
1234,0x10090000
1235,ethernet 0
1236,0x0141
1237,0x0e40
1238,0x62A4
1239,0x1e1
1240,0x300
1241,0x3000
1242,l2Cache
1243,0x200000
1244,0x200000000
1245,Tag <0x10000004 0x4>
1246,Tag <0x1000000C 0x4>
1247,Tag <0x10000050 0x4>
1248,PRCI:core_pllcfg
1249,PRCI:ddr_pllcfg
1250,PRCI:hfpclk_pllcfg
1251,cortex-a53
1252,timer
1253,62500000
1254,region
1255,ArmGicRedistributorRegistration
1256,attachedCPU
1257,architectureVersion
1258,GICv3
1259,supportsTwoSecurityStates
1260,Memory
1261,bl31
1262,0x0e000000
1263,gic@1
1264,gic@2
1265,0x09000000
1266,0x09010000
1267,0x0000b000
1268,0x00002000
1269,main_ram
1270,0x82002000
1271,0x82004800
1272,0x82004000
1273,Network.EthernetPhysicalLayer
1274,0x4400
1275,SPI.LiteX_SPI_Flash
1276,0x60005000
1277,0xe0005000
1278,SPI.Micron_MT25Q
1279,Memory.MappedMemory
1280,0xA0000000
1281,rv32imac_zicsr
1282,0x60006800
1283,0xe0006800
1284,led0
1285,led1
1286,led2
1287,led3
1288,Miscellaneous.LED
1289,switch0
1290,Miscellaneous.Button
1291,switch1
1292,33
1293,switch2
1294,cas 34
1295,switch3
1296,cas 35
1297,button0
1298,64
1299,button1
1300,button2
1301,66
1302,button3
1303,67
1304,CSR_CTRL_BASE
1305,CSR_IDENTIFIER_MEM_BASE
1306,CSR_UART_PHY_BASE
1307,CSR_UART_BASE
1308,CSR_TIMER0_BASE
1309,0x82002800
1310,CSR_DDRPHY_BASE
1311,0x82003000
1312,CSR_SDRAM_BASE
1313,0x82003800
1314,CSR_ETHPHY_BASE
1315,CSR_ETHMAC_BASE
1316,CSR_LEDS_BASE
1317,0x82005000
1318,0x00008000
1319,emulator_ram
1320,0x00004000
1321,cpu_timer
1322,sysbus 0xF0001800
1323,sysbus 0xF0001000
1324,cpu@0
1325,75000000
1326,sysbus 0xf0000800
1327,cpu@100
1328,sysbus 0xf0008000
1329,rv32im
1330,0x40000
1331,mem2
1332,gpioA
1333,systick
1334,0x40100000
1335,gpt
1336,0x40078000
1337,6
1338,0xff0
1339,icu@0x01E
1340,icu@0x01F
1341,icu@0x020
1342,icu@0x021
1343,icu@0x022
1344,icu@0x023
1345,icu@0x98
1346,icu@0x99
1347,icu@0x9A
1348,icu@0x9E
1349,icu@0x9F
1350,icu@0xA0
1351,icu@0xA3
1352,icu@0xA4
1353,icu@0xA5
1354,icu@0xA8
1355,icu@0xA9
1356,icu@0xAA
1357,sysbus 0x40040D00
1358,sysbus 0x40040000
1359,15
1360,GPIOPort.RenesasRA4_GPIO
1361,GPIOPort
1362,0x40040940
1363,port6
1364,0x400400C0
1365,0x6
1366,7
1367,port7
1368,0x400400E0
1369,port8
1370,0x40040100
1371,0x40040A00
1372,0x8
1373,0x4001E03C
1374,sysc_vbtsr
1375,request.Value = 0x10
1376,icu@0x035
1377,icu@0x036
1378,icu@0x037
1379,icu@0x038
1380,iic1
1381,icu@0x03A
1382,icu@0x03B
1383,icu@0x03C
1384,0x4001E4B1
1385,0x40053000
1386,0x40053100
1387,ErrorOrEventIRQ
1388,icu@0x03D
1389,0x4001e03c
1390,SYSTEM_STATUS_REGISTER
1391,0x40044600
1392,0x40050000
1393,CAN0
1394,0x40074000
1395,DAC12
1396,12-bit D/A converter
1397,DAC8
1398,8-bit D/A converter
1399,DMAC0
1400,Direct memory access controller 0
1401,DMA
1402,DMAC Module Activation
1403,Data Transfer Controller
1404,FCACHE
1405,Flash Cache
1406,PMISC
1407,Miscellaneous Port Control Register
1408,MMPU
1409,Bus Master MPU
1410,SMPU
1411,Bus Slave MPU
1412,SPMON
1413,CPU Stack Pointer Monitor
1414,OPAMP
1415,Operational Amplifier
1416,output
1417,Control
1418,Clock
1419,SLCDC
1420,LCD
1421,Interface
1422,SPI1
1423,SSIE0
1424,Serial Sound Interface Ver.2.0
1425,TSN
1426,Temperature Sensor
1427,USBFS
1428,USB 2.0 FS Module
1429,ADC140
1430,14bit A/D Converter
1431,Endianess
1432,bootprom
1433,extprom
1434,0x1000000
1435,spi0
1436,0x04000000
1437,0x31000000
1438,extram
1439,gr716
1440,mic
1441,UART.GaislerAPBUART
1442,20000000
1443,gpio0
1444,0x8030C000
1445,0x8030D000
1446,bootrom_logger
1447,0x07FFFFFC
1448,bootromBaseAddress
1449,bootrom
1450,sysbus 0x08000000
1451,0x6C
1452,0x2900
1453,0x6E
1454,0xD000
1455,0x70
1456,0xE0D6
1457,0x72
1458,0xE0C5
1459,0x74
1460,0x6800
1461,0x76
1462,0x4770
1463,WriteWord
1464,am_hal_delay_us
1465,r0
1466,delay
1467,iterations
1468,AmbiqSuite v4.2
1469,2^32 - 1 - 15
1470,WriteWord 0x9C
1471,WriteWord 0x9E
1472,WriteWord 0xA0
1473,0xA2
1474,0xd1fc
1475,0xA4
1476,bne.n
1477,0x9E
1478,bx lr
1479,return
1480,handler
1481,usage
1482,caller
1483,error
1484,jump
1485,logger_address
1486,simulation
1487,WriteDoubleWord
1488,asm
1489,r3
1490,0x34
1491,0x48
1492,0x38
1493,0x4C
1494,mass_erase
1495,0x50
1496,page_erase
1497,0x54
1498,program_main
1499,0x58
1500,program_info_area
1501,0x78
1502,write
1503,0x80
1504,info_erase
1505,0x98
1506,0xffcaf7ff
1507,numWords
1508,dst
1509,lsl
1510,str
1511,r2
1512,0x206
1513,return value
1514,OK
1515,0x210
1516,r1
1517,src
1518,code
1519,0x226
1520,movs
1521,mcu_mram
1522,mcu_tcm
1523,0x60000
